SQ,"Square, Inc.",
Date,Price,Dividend,Annualized Dividend
04/26/2018,46.11000061035156,0.0,0.0
04/27/2018,48.0,0.0,0.0
04/30/2018,47.70000076293945,0.0,0.0
05/01/2018,47.11000061035156,0.0,0.0
05/02/2018,48.34000015258789,0.0,0.0
05/03/2018,46.70000076293945,0.0,0.0
05/04/2018,48.29999923706055,0.0,0.0
05/07/2018,49.099998474121094,0.0,0.0
05/08/2018,51.209999084472656,0.0,0.0
05/09/2018,53.150001525878906,0.0,0.0
05/10/2018,54.52000045776367,0.0,0.0
05/11/2018,54.540000915527344,0.0,0.0
05/14/2018,55.04999923706055,0.0,0.0
05/15/2018,54.02000045776367,0.0,0.0
05/16/2018,54.779998779296875,0.0,0.0
05/17/2018,56.5,0.0,0.0
05/18/2018,53.540000915527344,0.0,0.0
05/21/2018,56.040000915527344,0.0,0.0
05/22/2018,56.400001525878906,0.0,0.0
05/23/2018,54.16999816894531,0.0,0.0
05/24/2018,55.0,0.0,0.0
05/25/2018,55.84000015258789,0.0,0.0
05/29/2018,56.0,0.0,0.0
05/30/2018,57.66999816894531,0.0,0.0
05/31/2018,58.0,0.0,0.0
06/01/2018,58.70000076293945,0.0,0.0
06/04/2018,60.4900016784668,0.0,0.0
06/05/2018,61.36000061035156,0.0,0.0
06/06/2018,61.599998474121094,0.0,0.0
06/07/2018,62.650001525878906,0.0,0.0
06/08/2018,60.58000183105469,0.0,0.0
06/11/2018,61.970001220703125,0.0,0.0
06/12/2018,61.77000045776367,0.0,0.0
06/13/2018,62.25,0.0,0.0
06/14/2018,63.20000076293945,0.0,0.0
06/15/2018,63.650001525878906,0.0,0.0
06/18/2018,64.1500015258789,0.0,0.0
06/19/2018,65.31999969482422,0.0,0.0
06/20/2018,66.58999633789062,0.0,0.0
06/21/2018,68.77999877929688,0.0,0.0
06/22/2018,68.16999816894531,0.0,0.0
06/25/2018,64.0,0.0,0.0
06/26/2018,62.029998779296875,0.0,0.0
06/27/2018,63.849998474121094,0.0,0.0
06/28/2018,61.02000045776367,0.0,0.0
06/29/2018,62.29999923706055,0.0,0.0
07/02/2018,60.470001220703125,0.0,0.0
07/03/2018,63.31999969482422,0.0,0.0
07/05/2018,62.54999923706055,0.0,0.0
07/06/2018,64.5999984741211,0.0,0.0
07/09/2018,67.30000305175781,0.0,0.0
07/10/2018,66.0,0.0,0.0
07/11/2018,64.29000091552734,0.0,0.0
07/12/2018,65.80999755859375,0.0,0.0
07/13/2018,67.02999877929688,0.0,0.0
07/16/2018,66.69000244140625,0.0,0.0
07/17/2018,66.56999969482422,0.0,0.0
07/18/2018,68.44999694824219,0.0,0.0
07/19/2018,69.4000015258789,0.0,0.0
07/20/2018,70.94999694824219,0.0,0.0
07/23/2018,70.5,0.0,0.0
07/24/2018,72.56999969482422,0.0,0.0
07/25/2018,69.7300033569336,0.0,0.0
07/26/2018,71.18000030517578,0.0,0.0
07/27/2018,72.4800033569336,0.0,0.0
07/30/2018,70.04000091552734,0.0,0.0
07/31/2018,65.87999725341797,0.0,0.0
08/01/2018,65.0999984741211,0.0,0.0
08/02/2018,65.25,0.0,0.0
08/03/2018,72.0999984741211,0.0,0.0
08/06/2018,69.61000061035156,0.0,0.0
08/07/2018,70.88999938964844,0.0,0.0
08/08/2018,70.8499984741211,0.0,0.0
08/09/2018,71.12000274658203,0.0,0.0
08/10/2018,69.22000122070312,0.0,0.0
08/13/2018,70.69000244140625,0.0,0.0
08/14/2018,73.66999816894531,0.0,0.0
08/15/2018,74.48999786376953,0.0,0.0
08/16/2018,73.4000015258789,0.0,0.0
08/17/2018,72.83000183105469,0.0,0.0
08/20/2018,72.94999694824219,0.0,0.0
08/21/2018,74.26000213623047,0.0,0.0
08/22/2018,75.19000244140625,0.0,0.0
08/23/2018,76.95999908447266,0.0,0.0
08/24/2018,77.83999633789062,0.0,0.0
08/27/2018,78.79000091552734,0.0,0.0
08/28/2018,78.83999633789062,0.0,0.0
08/29/2018,82.40499877929688,0.0,0.0
08/30/2018,85.72000122070312,0.0,0.0
08/31/2018,87.83000183105469,0.0,0.0
09/04/2018,88.73999786376953,0.0,0.0
09/05/2018,91.30000305175781,0.0,0.0
09/06/2018,87.83000183105469,0.0,0.0
09/07/2018,87.66000366210938,0.0,0.0
09/10/2018,90.33999633789062,0.0,0.0
09/11/2018,88.9000015258789,0.0,0.0
09/12/2018,92.29000091552734,0.0,0.0
09/13/2018,91.16000366210938,0.0,0.0
09/14/2018,90.26000213623047,0.0,0.0
09/17/2018,90.13999938964844,0.0,0.0
09/18/2018,87.94000244140625,0.0,0.0
09/19/2018,88.30000305175781,0.0,0.0
09/20/2018,85.9800033569336,0.0,0.0
09/21/2018,87.05000305175781,0.0,0.0
09/24/2018,83.9000015258789,0.0,0.0
09/25/2018,88.73999786376953,0.0,0.0
09/26/2018,97.45999908447266,0.0,0.0
09/27/2018,94.91000366210938,0.0,0.0
09/28/2018,97.36000061035156,0.0,0.0
10/01/2018,100.80000305175781,0.0,0.0
10/02/2018,97.66000366210938,0.0,0.0
10/03/2018,98.4800033569336,0.0,0.0
10/04/2018,96.98999786376953,0.0,0.0
10/05/2018,94.41000366210938,0.0,0.0
10/08/2018,92.4000015258789,0.0,0.0
10/09/2018,83.69000244140625,0.0,0.0
10/10/2018,86.73999786376953,0.0,0.0
10/11/2018,72.36000061035156,0.0,0.0
10/12/2018,76.25,0.0,0.0
10/15/2018,74.55999755859375,0.0,0.0
10/16/2018,76.5,0.0,0.0
10/17/2018,79.93000030517578,0.0,0.0
10/18/2018,76.19000244140625,0.0,0.0
10/19/2018,77.4800033569336,0.0,0.0
10/22/2018,74.80000305175781,0.0,0.0
10/23/2018,72.79000091552734,0.0,0.0
10/24/2018,74.06999969482422,0.0,0.0
10/25/2018,70.1500015258789,0.0,0.0
10/26/2018,70.70999908447266,0.0,0.0
10/29/2018,72.47000122070312,0.0,0.0
10/30/2018,65.91000366210938,0.0,0.0
10/31/2018,71.11000061035156,0.0,0.0
11/01/2018,74.01000213623047,0.0,0.0
11/02/2018,76.7699966430664,0.0,0.0
11/05/2018,76.87000274658203,0.0,0.0
11/06/2018,76.91000366210938,0.0,0.0
11/07/2018,78.5199966430664,0.0,0.0
11/08/2018,79.43000030517578,0.0,0.0
11/09/2018,73.0999984741211,0.0,0.0
11/12/2018,73.01000213623047,0.0,0.0
11/13/2018,70.29000091552734,0.0,0.0
11/14/2018,72.44999694824219,0.0,0.0
11/15/2018,70.19000244140625,0.0,0.0
11/16/2018,71.51000213623047,0.0,0.0
11/19/2018,70.08999633789062,0.0,0.0
11/20/2018,56.0,0.0,0.0
11/21/2018,63.310001373291016,0.0,0.0
11/23/2018,61.66999816894531,0.0,0.0
11/26/2018,64.80000305175781,0.0,0.0
11/27/2018,65.58999633789062,0.0,0.0
11/28/2018,67.01000213623047,0.0,0.0
11/29/2018,69.44000244140625,0.0,0.0
11/30/2018,69.4000015258789,0.0,0.0
12/03/2018,73.06999969482422,0.0,0.0
12/04/2018,70.05000305175781,0.0,0.0
12/06/2018,61.5099983215332,0.0,0.0
12/07/2018,64.94000244140625,0.0,0.0
12/10/2018,59.77000045776367,0.0,0.0
12/11/2018,64.8499984741211,0.0,0.0
12/12/2018,63.0,0.0,0.0
12/13/2018,63.970001220703125,0.0,0.0
12/14/2018,61.939998626708984,0.0,0.0
12/17/2018,61.08000183105469,0.0,0.0
12/18/2018,59.16999816894531,0.0,0.0
12/19/2018,60.0,0.0,0.0
12/20/2018,58.099998474121094,0.0,0.0
12/21/2018,55.13999938964844,0.0,0.0
12/24/2018,50.380001068115234,0.0,0.0
12/26/2018,51.189998626708984,0.0,0.0
12/27/2018,54.439998626708984,0.0,0.0
12/28/2018,56.70000076293945,0.0,0.0
12/31/2018,56.439998626708984,0.0,0.0
01/02/2019,54.099998474121094,0.0,0.0
01/03/2019,55.58000183105469,0.0,0.0
01/04/2019,54.400001525878906,0.0,0.0
01/07/2019,59.0,0.0,0.0
01/08/2019,62.599998474121094,0.0,0.0
01/09/2019,63.29999923706055,0.0,0.0
01/10/2019,64.75,0.0,0.0
01/11/2019,65.69000244140625,0.0,0.0
01/14/2019,64.72000122070312,0.0,0.0
01/15/2019,65.13999938964844,0.0,0.0
01/16/2019,66.33999633789062,0.0,0.0
01/17/2019,66.0999984741211,0.0,0.0
01/18/2019,69.69999694824219,0.0,0.0
01/22/2019,71.61000061035156,0.0,0.0
01/23/2019,69.58000183105469,0.0,0.0
01/24/2019,69.37000274658203,0.0,0.0
01/25/2019,74.9000015258789,0.0,0.0
01/28/2019,75.38999938964844,0.0,0.0
01/29/2019,72.26000213623047,0.0,0.0
01/30/2019,71.01000213623047,0.0,0.0
01/31/2019,70.02999877929688,0.0,0.0
02/01/2019,71.05000305175781,0.0,0.0
02/04/2019,71.0,0.0,0.0
02/05/2019,73.0,0.0,0.0
02/06/2019,72.30999755859375,0.0,0.0
02/07/2019,71.7699966430664,0.0,0.0
02/08/2019,70.62000274658203,0.0,0.0
02/11/2019,74.55999755859375,0.0,0.0
02/12/2019,75.55000305175781,0.0,0.0
02/13/2019,76.0,0.0,0.0
02/14/2019,74.88999938964844,0.0,0.0
02/15/2019,76.22000122070312,0.0,0.0
02/19/2019,75.95999908447266,0.0,0.0
02/20/2019,77.0,0.0,0.0
02/21/2019,75.94999694824219,0.0,0.0
02/22/2019,74.87999725341797,0.0,0.0
02/25/2019,77.80000305175781,0.0,0.0
02/26/2019,77.30000305175781,0.0,0.0
02/27/2019,78.0,0.0,0.0
02/28/2019,75.91999816894531,0.0,0.0
03/01/2019,80.97000122070312,0.0,0.0
03/04/2019,77.98999786376953,0.0,0.0
03/05/2019,74.88999938964844,0.0,0.0
03/06/2019,75.55000305175781,0.0,0.0
03/07/2019,74.79000091552734,0.0,0.0
03/08/2019,71.94999694824219,0.0,0.0
03/11/2019,74.98999786376953,0.0,0.0
03/12/2019,76.0,0.0,0.0
03/13/2019,77.38999938964844,0.0,0.0
03/14/2019,78.0,0.0,0.0
03/15/2019,77.80999755859375,0.0,0.0
03/18/2019,76.61000061035156,0.0,0.0
03/19/2019,75.68000030517578,0.0,0.0
03/20/2019,76.18000030517578,0.0,0.0
03/21/2019,74.87000274658203,0.0,0.0
03/22/2019,78.23999786376953,0.0,0.0
03/25/2019,74.44999694824219,0.0,0.0
03/26/2019,75.66000366210938,0.0,0.0
03/27/2019,75.37999725341797,0.0,0.0
03/28/2019,73.66000366210938,0.0,0.0
03/29/2019,74.62000274658203,0.0,0.0
04/01/2019,75.58999633789062,0.0,0.0
04/02/2019,76.05000305175781,0.0,0.0
04/03/2019,75.98999786376953,0.0,0.0
04/04/2019,76.79000091552734,0.0,0.0
04/05/2019,75.2300033569336,0.0,0.0
04/08/2019,74.76000213623047,0.0,0.0
04/09/2019,74.62999725341797,0.0,0.0
04/10/2019,75.05999755859375,0.0,0.0
04/11/2019,75.05000305175781,0.0,0.0
04/12/2019,76.3499984741211,0.0,0.0
04/15/2019,75.2300033569336,0.0,0.0
04/16/2019,74.9000015258789,0.0,0.0
04/17/2019,73.88999938964844,0.0,0.0
04/18/2019,72.5,0.0,0.0
04/22/2019,70.05000305175781,0.0,0.0
04/23/2019,72.98999786376953,0.0,0.0
04/24/2019,72.69999694824219,0.0,0.0
04/25/2019,72.33999633789062,0.0,0.0
04/26/2019,73.1500015258789,0.0,0.0
04/29/2019,71.54000091552734,0.0,0.0
04/30/2019,72.58999633789062,0.0,0.0
05/01/2019,73.94999694824219,0.0,0.0
05/02/2019,69.80000305175781,0.0,0.0
05/03/2019,67.91000366210938,0.0,0.0
05/06/2019,65.45999908447266,0.0,0.0
05/07/2019,69.9800033569336,0.0,0.0
05/08/2019,68.22000122070312,0.0,0.0
05/09/2019,66.52999877929688,0.0,0.0
05/10/2019,65.93000030517578,0.0,0.0
05/13/2019,63.900001525878906,0.0,0.0
05/14/2019,62.9900016784668,0.0,0.0
05/15/2019,63.599998474121094,0.0,0.0
05/16/2019,65.11000061035156,0.0,0.0
05/17/2019,65.22000122070312,0.0,0.0
05/20/2019,64.1500015258789,0.0,0.0
05/21/2019,65.20999908447266,0.0,0.0
05/22/2019,65.68000030517578,0.0,0.0
05/23/2019,65.05000305175781,0.0,0.0
05/24/2019,64.1500015258789,0.0,0.0
05/28/2019,65.19999694824219,0.0,0.0
05/29/2019,65.05999755859375,0.0,0.0
05/30/2019,63.779998779296875,0.0,0.0
05/31/2019,62.2400016784668,0.0,0.0
06/03/2019,61.95000076293945,0.0,0.0
06/04/2019,61.54999923706055,0.0,0.0
06/05/2019,63.45000076293945,0.0,0.0
06/06/2019,64.87999725341797,0.0,0.0
06/07/2019,66.4800033569336,0.0,0.0
06/10/2019,69.56999969482422,0.0,0.0
06/11/2019,71.19999694824219,0.0,0.0
06/12/2019,70.0,0.0,0.0
06/13/2019,70.76000213623047,0.0,0.0
06/14/2019,71.80999755859375,0.0,0.0
06/17/2019,72.0,0.0,0.0
06/18/2019,72.9000015258789,0.0,0.0
06/19/2019,71.7699966430664,0.0,0.0
06/20/2019,73.76000213623047,0.0,0.0
06/21/2019,74.08000183105469,0.0,0.0
06/24/2019,72.9800033569336,0.0,0.0
06/25/2019,72.93000030517578,0.0,0.0
06/26/2019,70.9800033569336,0.0,0.0
06/27/2019,70.56999969482422,0.0,0.0
06/28/2019,72.43000030517578,0.0,0.0
07/01/2019,73.9000015258789,0.0,0.0
07/02/2019,72.9800033569336,0.0,0.0
07/03/2019,74.0,0.0,0.0
07/05/2019,73.75,0.0,0.0
07/08/2019,73.80000305175781,0.0,0.0
07/09/2019,74.02999877929688,0.0,0.0
07/10/2019,77.91000366210938,0.0,0.0
07/11/2019,78.44999694824219,0.0,0.0
07/12/2019,80.05000305175781,0.0,0.0
07/15/2019,82.4800033569336,0.0,0.0
07/16/2019,81.80000305175781,0.0,0.0
07/17/2019,80.20999908447266,0.0,0.0
07/18/2019,80.87000274658203,0.0,0.0
07/19/2019,81.61000061035156,0.0,0.0
07/22/2019,79.12999725341797,0.0,0.0
07/23/2019,79.0,0.0,0.0
07/24/2019,78.66999816894531,0.0,0.0
07/25/2019,80.1500015258789,0.0,0.0
07/26/2019,80.62999725341797,0.0,0.0
07/29/2019,81.87999725341797,0.0,0.0
07/30/2019,80.2300033569336,0.0,0.0
07/31/2019,81.16999816894531,0.0,0.0
08/01/2019,81.0999984741211,0.0,0.0
08/02/2019,70.80000305175781,0.0,0.0
08/05/2019,66.19999694824219,0.0,0.0
08/06/2019,66.8499984741211,0.0,0.0
08/07/2019,63.18000030517578,0.0,0.0
08/08/2019,66.06999969482422,0.0,0.0
08/09/2019,65.97000122070312,0.0,0.0
08/12/2019,64.0199966430664,0.0,0.0
08/13/2019,62.0,0.0,0.0
08/14/2019,61.849998474121094,0.0,0.0
08/15/2019,62.0099983215332,0.0,0.0
08/16/2019,62.61000061035156,0.0,0.0
08/19/2019,64.0,0.0,0.0
08/20/2019,64.23999786376953,0.0,0.0
08/21/2019,65.31999969482422,0.0,0.0
08/22/2019,65.91999816894531,0.0,0.0
08/23/2019,64.30000305175781,0.0,0.0
08/26/2019,62.91999816894531,0.0,0.0
08/27/2019,63.15999984741211,0.0,0.0
08/28/2019,61.279998779296875,0.0,0.0
08/29/2019,63.02000045776367,0.0,0.0
08/30/2019,63.150001525878906,0.0,0.0
09/03/2019,62.43000030517578,0.0,0.0
09/04/2019,61.75,0.0,0.0
09/05/2019,61.880001068115234,0.0,0.0
09/06/2019,63.5,0.0,0.0
09/09/2019,62.54999923706055,0.0,0.0
09/10/2019,60.720001220703125,0.0,0.0
09/11/2019,60.849998474121094,0.0,0.0
09/12/2019,59.5,0.0,0.0
09/13/2019,57.18000030517578,0.0,0.0
09/16/2019,57.34000015258789,0.0,0.0
09/17/2019,60.20000076293945,0.0,0.0
09/18/2019,59.9900016784668,0.0,0.0
09/19/2019,59.959999084472656,0.0,0.0
09/20/2019,59.0,0.0,0.0
09/23/2019,57.06999969482422,0.0,0.0
09/24/2019,56.849998474121094,0.0,0.0
09/25/2019,57.41999816894531,0.0,0.0
09/26/2019,60.040000915527344,0.0,0.0
09/27/2019,60.97999954223633,0.0,0.0
09/30/2019,60.959999084472656,0.0,0.0
10/01/2019,62.29999923706055,0.0,0.0
10/02/2019,61.22999954223633,0.0,0.0
10/03/2019,59.47999954223633,0.0,0.0
10/04/2019,62.5099983215332,0.0,0.0
10/07/2019,62.2400016784668,0.0,0.0
10/08/2019,61.849998474121094,0.0,0.0
10/09/2019,61.43000030517578,0.0,0.0
10/10/2019,62.25,0.0,0.0
10/11/2019,62.7599983215332,0.0,0.0
10/14/2019,61.52000045776367,0.0,0.0
10/15/2019,62.220001220703125,0.0,0.0
10/16/2019,63.81999969482422,0.0,0.0
10/17/2019,63.02000045776367,0.0,0.0
10/18/2019,63.16999816894531,0.0,0.0
10/21/2019,60.70000076293945,0.0,0.0
10/22/2019,61.279998779296875,0.0,0.0
10/23/2019,58.900001525878906,0.0,0.0
10/24/2019,59.619998931884766,0.0,0.0
10/25/2019,61.47999954223633,0.0,0.0
10/28/2019,62.81999969482422,0.0,0.0
10/29/2019,62.79999923706055,0.0,0.0
10/30/2019,62.5099983215332,0.0,0.0
10/31/2019,62.0,0.0,0.0
11/01/2019,61.56999969482422,0.0,0.0
11/04/2019,63.29999923706055,0.0,0.0
11/05/2019,62.5,0.0,0.0
11/06/2019,61.33000183105469,0.0,0.0
11/07/2019,61.90999984741211,0.0,0.0
11/08/2019,63.18000030517578,0.0,0.0
11/11/2019,61.880001068115234,0.0,0.0
11/12/2019,63.880001068115234,0.0,0.0
11/13/2019,61.29999923706055,0.0,0.0
11/14/2019,61.650001525878906,0.0,0.0
11/15/2019,63.20000076293945,0.0,0.0
11/18/2019,64.5,0.0,0.0
11/19/2019,65.69999694824219,0.0,0.0
11/20/2019,66.36000061035156,0.0,0.0
11/21/2019,67.16999816894531,0.0,0.0
11/22/2019,67.48999786376953,0.0,0.0
11/25/2019,68.31999969482422,0.0,0.0
11/26/2019,69.12999725341797,0.0,0.0
11/27/2019,68.94000244140625,0.0,0.0
11/29/2019,69.33999633789062,0.0,0.0
12/02/2019,68.94999694824219,0.0,0.0
12/03/2019,65.30000305175781,0.0,0.0
12/04/2019,67.47000122070312,0.0,0.0
12/05/2019,67.58999633789062,0.0,0.0
12/06/2019,67.66999816894531,0.0,0.0
12/09/2019,67.77999877929688,0.0,0.0
12/10/2019,67.30000305175781,0.0,0.0
12/11/2019,65.9000015258789,0.0,0.0
12/12/2019,65.6500015258789,0.0,0.0
12/13/2019,66.0199966430664,0.0,0.0
12/16/2019,65.0,0.0,0.0
12/17/2019,66.52999877929688,0.0,0.0
12/18/2019,65.91000366210938,0.0,0.0
12/19/2019,64.9000015258789,0.0,0.0
12/20/2019,64.56999969482422,0.0,0.0
12/23/2019,63.52000045776367,0.0,0.0
12/24/2019,62.79999923706055,0.0,0.0
12/26/2019,64.08000183105469,0.0,0.0
12/27/2019,64.33000183105469,0.0,0.0
12/30/2019,63.5,0.0,0.0
12/31/2019,61.150001525878906,0.0,0.0
01/02/2020,62.9900016784668,0.0,0.0
01/03/2020,62.59000015258789,0.0,0.0
01/06/2020,61.36000061035156,0.0,0.0
01/07/2020,64.56999969482422,0.0,0.0
01/08/2020,64.55999755859375,0.0,0.0
01/09/2020,68.22000122070312,0.0,0.0
01/10/2020,68.45999908447266,0.0,0.0
01/13/2020,68.23999786376953,0.0,0.0
01/14/2020,68.98999786376953,0.0,0.0
01/15/2020,68.54000091552734,0.0,0.0
01/16/2020,70.94999694824219,0.0,0.0
01/17/2020,69.83999633789062,0.0,0.0
01/21/2020,69.19999694824219,0.0,0.0
01/22/2020,68.91999816894531,0.0,0.0
01/23/2020,68.86000061035156,0.0,0.0
01/24/2020,70.62999725341797,0.0,0.0
01/27/2020,68.38999938964844,0.0,0.0
01/28/2020,71.47000122070312,0.0,0.0
01/29/2020,74.5,0.0,0.0
01/30/2020,75.41999816894531,0.0,0.0
01/31/2020,75.80000305175781,0.0,0.0
02/03/2020,74.88999938964844,0.0,0.0
02/04/2020,79.9000015258789,0.0,0.0
02/05/2020,81.9800033569336,0.0,0.0
02/06/2020,78.66000366210938,0.0,0.0
02/07/2020,77.80000305175781,0.0,0.0
02/10/2020,79.5999984741211,0.0,0.0
02/11/2020,80.55999755859375,0.0,0.0
02/12/2020,80.01000213623047,0.0,0.0
02/13/2020,79.30000305175781,0.0,0.0
02/14/2020,81.38999938964844,0.0,0.0
02/18/2020,81.68000030517578,0.0,0.0
02/19/2020,83.01000213623047,0.0,0.0
02/20/2020,85.2300033569336,0.0,0.0
02/21/2020,85.62999725341797,0.0,0.0
02/24/2020,76.56999969482422,0.0,0.0
02/25/2020,80.73999786376953,0.0,0.0
02/26/2020,77.68000030517578,0.0,0.0
02/27/2020,81.38999938964844,0.0,0.0
02/28/2020,76.44000244140625,0.0,0.0
03/02/2020,82.80000305175781,0.0,0.0
03/03/2020,80.48999786376953,0.0,0.0
03/04/2020,78.3499984741211,0.0,0.0
03/05/2020,77.77999877929688,0.0,0.0
03/06/2020,75.02999877929688,0.0,0.0
03/09/2020,67.20999908447266,0.0,0.0
03/10/2020,68.31999969482422,0.0,0.0
03/11/2020,66.3499984741211,0.0,0.0
03/12/2020,55.0,0.0,0.0
03/13/2020,56.7400016784668,0.0,0.0
03/16/2020,49.25,0.0,0.0
03/17/2020,43.790000915527344,0.0,0.0
03/18/2020,41.029998779296875,0.0,0.0
03/19/2020,40.18000030517578,0.0,0.0
03/20/2020,41.849998474121094,0.0,0.0
03/23/2020,38.470001220703125,0.0,0.0
03/24/2020,43.5,0.0,0.0
03/25/2020,50.290000915527344,0.0,0.0
03/26/2020,53.790000915527344,0.0,0.0
03/27/2020,54.0,0.0,0.0
03/30/2020,52.900001525878906,0.0,0.0
03/31/2020,54.689998626708984,0.0,0.0
04/01/2020,49.779998779296875,0.0,0.0
04/02/2020,46.33000183105469,0.0,0.0
04/03/2020,46.02000045776367,0.0,0.0
04/06/2020,47.220001220703125,0.0,0.0
04/07/2020,54.779998779296875,0.0,0.0
04/08/2020,51.810001373291016,0.0,0.0
04/09/2020,58.880001068115234,0.0,0.0
04/13/2020,60.099998474121094,0.0,0.0
04/14/2020,60.02000045776367,0.0,0.0
04/15/2020,59.66999816894531,0.0,0.0
04/16/2020,58.099998474121094,0.0,0.0
04/17/2020,59.5,0.0,0.0
04/20/2020,59.439998626708984,0.0,0.0
04/21/2020,60.0,0.0,0.0
04/22/2020,59.349998474121094,0.0,0.0
04/23/2020,61.310001373291016,0.0,0.0
04/24/2020,62.22999954223633,0.0,0.0
04/27/2020,63.61000061035156,0.0,0.0
04/28/2020,64.16999816894531,0.0,0.0
04/29/2020,63.439998626708984,0.0,0.0
04/30/2020,65.0,0.0,0.0
05/01/2020,62.84000015258789,0.0,0.0
05/04/2020,61.34000015258789,0.0,0.0
05/05/2020,66.0,0.0,0.0
05/06/2020,67.31999969482422,0.0,0.0
05/07/2020,69.86000061035156,0.0,0.0
05/08/2020,72.04000091552734,0.0,0.0
05/11/2020,75.69999694824219,0.0,0.0
05/12/2020,76.0,0.0,0.0
05/13/2020,75.31999969482422,0.0,0.0
05/14/2020,72.16999816894531,0.0,0.0
05/15/2020,77.75,0.0,0.0
05/18/2020,78.69999694824219,0.0,0.0
05/19/2020,76.44999694824219,0.0,0.0
05/20/2020,81.5,0.0,0.0
05/21/2020,79.5,0.0,0.0
05/22/2020,81.2300033569336,0.0,0.0
05/26/2020,83.9800033569336,0.0,0.0
05/27/2020,80.04000091552734,0.0,0.0
05/28/2020,81.0199966430664,0.0,0.0
05/29/2020,79.7300033569336,0.0,0.0
06/01/2020,81.0,0.0,0.0
06/02/2020,82.95999908447266,0.0,0.0
06/03/2020,88.0,0.0,0.0
06/04/2020,90.95999908447266,0.0,0.0
06/05/2020,90.0,0.0,0.0
06/08/2020,90.5,0.0,0.0
06/09/2020,89.0199966430664,0.0,0.0
06/10/2020,90.26000213623047,0.0,0.0
06/11/2020,87.75,0.0,0.0
06/12/2020,89.0199966430664,0.0,0.0
06/15/2020,84.79000091552734,0.0,0.0
06/16/2020,93.06999969482422,0.0,0.0
06/17/2020,94.77999877929688,0.0,0.0
06/18/2020,97.0,0.0,0.0
06/19/2020,100.0999984741211,0.0,0.0
06/22/2020,99.73999786376953,0.0,0.0
06/23/2020,105.0,0.0,0.0
06/24/2020,104.0,0.0,0.0
06/25/2020,102.45999908447266,0.0,0.0
06/26/2020,105.02999877929688,0.0,0.0
06/29/2020,105.1500015258789,0.0,0.0
06/30/2020,103.5,0.0,0.0
07/01/2020,106.91999816894531,0.0,0.0
07/02/2020,118.0,0.0,0.0
07/06/2020,118.79000091552734,0.0,0.0
07/07/2020,121.19999694824219,0.0,0.0
07/08/2020,127.19999694824219,0.0,0.0
07/09/2020,132.5399932861328,0.0,0.0
07/10/2020,128.38999938964844,0.0,0.0
07/13/2020,131.0500030517578,0.0,0.0
07/14/2020,118.58999633789062,0.0,0.0
07/15/2020,124.01000213623047,0.0,0.0
07/16/2020,119.94000244140625,0.0,0.0
07/17/2020,120.9800033569336,0.0,0.0
07/20/2020,121.26000213623047,0.0,0.0
07/21/2020,129.9499969482422,0.0,0.0
07/22/2020,127.48999786376953,0.0,0.0
07/23/2020,127.73999786376953,0.0,0.0
07/24/2020,119.88999938964844,0.0,0.0
07/27/2020,124.62000274658203,0.0,0.0
07/28/2020,125.19999694824219,0.0,0.0
07/29/2020,125.13999938964844,0.0,0.0
07/30/2020,128.5399932861328,0.0,0.0
07/31/2020,131.33999633789062,0.0,0.0
08/03/2020,130.25999450683594,0.0,0.0
08/04/2020,135.8800048828125,0.0,0.0
08/05/2020,153.16000366210938,0.0,0.0
08/06/2020,149.75999450683594,0.0,0.0
08/07/2020,151.50999450683594,0.0,0.0
08/10/2020,147.52999877929688,0.0,0.0
08/11/2020,137.94000244140625,0.0,0.0
08/12/2020,140.00999450683594,0.0,0.0
08/13/2020,140.89999389648438,0.0,0.0
08/14/2020,143.88999938964844,0.0,0.0
08/17/2020,144.49000549316406,0.0,0.0
08/18/2020,151.97000122070312,0.0,0.0
08/19/2020,151.22000122070312,0.0,0.0
08/20/2020,150.1699981689453,0.0,0.0
08/21/2020,156.39999389648438,0.0,0.0
08/24/2020,159.0,0.0,0.0
08/25/2020,151.8000030517578,0.0,0.0
08/26/2020,156.08999633789062,0.0,0.0
08/27/2020,156.8699951171875,0.0,0.0
08/28/2020,159.14999389648438,0.0,0.0
08/31/2020,157.0,0.0,0.0
09/01/2020,164.80999755859375,0.0,0.0
09/02/2020,170.60000610351562,0.0,0.0
09/03/2020,157.0,0.0,0.0
09/04/2020,149.6300048828125,0.0,0.0
09/08/2020,137.00999450683594,0.0,0.0
09/09/2020,145.64999389648438,0.0,0.0
09/10/2020,147.02000427246094,0.0,0.0
09/11/2020,143.91000366210938,0.0,0.0
09/14/2020,140.07000732421875,0.0,0.0
09/15/2020,146.1300048828125,0.0,0.0
09/16/2020,155.1999969482422,0.0,0.0
09/17/2020,146.27000427246094,0.0,0.0
09/18/2020,147.3699951171875,0.0,0.0
09/21/2020,140.4199981689453,0.0,0.0
09/22/2020,152.82000732421875,0.0,0.0
09/23/2020,155.8699951171875,0.0,0.0
09/24/2020,151.00999450683594,0.0,0.0
09/25/2020,153.05999755859375,0.0,0.0
09/28/2020,160.49000549316406,0.0,0.0
09/29/2020,164.0,0.0,0.0
09/30/2020,164.47000122070312,0.0,0.0
10/01/2020,166.13999938964844,0.0,0.0
10/02/2020,164.0500030517578,0.0,0.0
10/05/2020,172.42999267578125,0.0,0.0
10/06/2020,180.1300048828125,0.0,0.0
10/07/2020,180.61000061035156,0.0,0.0
10/08/2020,183.17999267578125,0.0,0.0
