ZEC-USD,Zcash USD,
Date,Price,Dividend,Annualized Dividend
04/26/2018,284.47698974609375,0.0,0.0
04/27/2018,303.43701171875,0.0,0.0
04/28/2018,282.62701416015625,0.0,0.0
04/29/2018,296.56500244140625,0.0,0.0
04/30/2018,293.4830017089844,0.0,0.0
05/01/2018,285.4309997558594,0.0,0.0
05/02/2018,290.27899169921875,0.0,0.0
05/03/2018,292.9169921875,0.0,0.0
05/04/2018,308.7510070800781,0.0,0.0
05/05/2018,296.7409973144531,0.0,0.0
05/06/2018,306.63800048828125,0.0,0.0
05/07/2018,291.4410095214844,0.0,0.0
05/08/2018,281.34698486328125,0.0,0.0
05/09/2018,275.34600830078125,0.0,0.0
05/10/2018,276.50201416015625,0.0,0.0
05/11/2018,263.6390075683594,0.0,0.0
05/12/2018,238.6699981689453,0.0,0.0
05/13/2018,245.58299255371094,0.0,0.0
05/14/2018,261.0769958496094,0.0,0.0
05/15/2018,312.239990234375,0.0,0.0
05/16/2018,354.3900146484375,0.0,0.0
05/17/2018,367.94500732421875,0.0,0.0
05/18/2018,315.6839904785156,0.0,0.0
05/19/2018,359.3340148925781,0.0,0.0
05/20/2018,344.8580017089844,0.0,0.0
05/21/2018,351.8599853515625,0.0,0.0
05/22/2018,330.260986328125,0.0,0.0
05/23/2018,314.2820129394531,0.0,0.0
05/24/2018,287.2349853515625,0.0,0.0
05/25/2018,298.02398681640625,0.0,0.0
05/26/2018,283.34600830078125,0.0,0.0
05/27/2018,274.9779968261719,0.0,0.0
05/28/2018,263.15399169921875,0.0,0.0
05/29/2018,229.2550048828125,0.0,0.0
05/30/2018,253.62600708007812,0.0,0.0
05/31/2018,244.5469970703125,0.0,0.0
06/01/2018,242.58599853515625,0.0,0.0
06/02/2018,240.8179931640625,0.0,0.0
06/03/2018,249.27000427246094,0.0,0.0
06/04/2018,254.10400390625,0.0,0.0
06/05/2018,236.32400512695312,0.0,0.0
06/06/2018,239.7550048828125,0.0,0.0
06/07/2018,236.16900634765625,0.0,0.0
06/08/2018,239.3209991455078,0.0,0.0
06/09/2018,244.7449951171875,0.0,0.0
06/10/2018,231.68899536132812,0.0,0.0
06/11/2018,203.9149932861328,0.0,0.0
06/12/2018,202.18899536132812,0.0,0.0
06/13/2018,197.8520050048828,0.0,0.0
06/14/2018,184.9409942626953,0.0,0.0
06/15/2018,199.3769989013672,0.0,0.0
06/16/2018,195.37399291992188,0.0,0.0
06/17/2018,194.84500122070312,0.0,0.0
06/18/2018,191.25999450683594,0.0,0.0
06/19/2018,200.33099365234375,0.0,0.0
06/20/2018,199.28900146484375,0.0,0.0
06/21/2018,193.76300048828125,0.0,0.0
