ETC-USD,EthereumClassic USD,
Date,Price,Dividend,Annualized Dividend
10/23/2016,1.046030044555664,0.0,0.0
10/24/2016,1.0463800430297852,0.0,0.0
10/25/2016,1.0293699502944946,0.0,0.0
10/26/2016,1.018530011177063,0.0,0.0
10/27/2016,1.0315799713134766,0.0,0.0
10/28/2016,0.9955729842185974,0.0,0.0
10/29/2016,0.9408400058746338,0.0,0.0
10/30/2016,0.890188992023468,0.0,0.0
10/31/2016,0.9304500222206116,0.0,0.0
11/01/2016,0.9012789726257324,0.0,0.0
11/02/2016,0.8851500153541565,0.0,0.0
11/03/2016,0.88782799243927,0.0,0.0
11/04/2016,0.8940309882164001,0.0,0.0
11/05/2016,0.9710739850997925,0.0,0.0
11/06/2016,1.0408899784088135,0.0,0.0
11/07/2016,0.9867159724235535,0.0,0.0
11/08/2016,0.9306929707527161,0.0,0.0
11/09/2016,0.9410459995269775,0.0,0.0
11/10/2016,0.913578987121582,0.0,0.0
11/11/2016,0.9231579899787903,0.0,0.0
11/12/2016,0.9172539710998535,0.0,0.0
11/13/2016,0.9105380177497864,0.0,0.0
11/14/2016,0.9002569913864136,0.0,0.0
11/15/2016,0.8915150165557861,0.0,0.0
11/16/2016,0.9255369901657104,0.0,0.0
11/17/2016,0.909434974193573,0.0,0.0
11/18/2016,0.8926770091056824,0.0,0.0
11/19/2016,0.8694109916687012,0.0,0.0
11/20/2016,0.8610399961471558,0.0,0.0
11/21/2016,0.8586540222167969,0.0,0.0
11/22/2016,0.8503410220146179,0.0,0.0
11/23/2016,0.8379020094871521,0.0,0.0
11/24/2016,0.8157349824905396,0.0,0.0
11/25/2016,0.7719169855117798,0.0,0.0
11/26/2016,0.8401830196380615,0.0,0.0
11/27/2016,0.7817630171775818,0.0,0.0
11/28/2016,0.7773540019989014,0.0,0.0
11/29/2016,0.7595909833908081,0.0,0.0
11/30/2016,0.748117983341217,0.0,0.0
12/01/2016,0.7474750280380249,0.0,0.0
12/02/2016,0.7671989798545837,0.0,0.0
12/03/2016,0.8022400140762329,0.0,0.0
12/04/2016,0.7725269794464111,0.0,0.0
12/05/2016,0.7686660289764404,0.0,0.0
12/06/2016,0.8397939801216125,0.0,0.0
12/07/2016,0.7821900248527527,0.0,0.0
12/08/2016,0.8245689868927002,0.0,0.0
12/09/2016,0.8178560137748718,0.0,0.0
12/10/2016,0.8095070123672485,0.0,0.0
12/11/2016,0.8583999872207642,0.0,0.0
12/12/2016,0.9302700161933899,0.0,0.0
12/13/2016,0.9098939895629883,0.0,0.0
12/14/2016,0.9834120273590088,0.0,0.0
12/15/2016,0.9927170276641846,0.0,0.0
12/16/2016,1.0822099447250366,0.0,0.0
12/17/2016,1.0687299966812134,0.0,0.0
12/18/2016,1.008679986000061,0.0,0.0
12/19/2016,1.0620399713516235,0.0,0.0
12/20/2016,1.1962000131607056,0.0,0.0
12/21/2016,1.1369500160217285,0.0,0.0
12/22/2016,1.139299988746643,0.0,0.0
12/23/2016,1.1002800464630127,0.0,0.0
12/24/2016,1.0470900535583496,0.0,0.0
12/25/2016,1.1166399717330933,0.0,0.0
12/26/2016,1.071869969367981,0.0,0.0
12/27/2016,1.0434900522232056,0.0,0.0
12/28/2016,1.0522199869155884,0.0,0.0
12/29/2016,1.112220048904419,0.0,0.0
12/30/2016,1.4307399988174438,0.0,0.0
12/31/2016,1.549430012702942,0.0,0.0
01/01/2017,1.4123200178146362,0.0,0.0
01/02/2017,1.3969899415969849,0.0,0.0
01/03/2017,1.4377599954605103,0.0,0.0
01/04/2017,1.4916900396347046,0.0,0.0
01/05/2017,1.7660599946975708,0.0,0.0
01/06/2017,1.6275099515914917,0.0,0.0
01/07/2017,1.509369969367981,0.0,0.0
01/08/2017,1.4420100450515747,0.0,0.0
01/09/2017,1.45278000831604,0.0,0.0
01/10/2017,1.412019968032837,0.0,0.0
01/11/2017,1.432960033416748,0.0,0.0
01/12/2017,1.1739200353622437,0.0,0.0
01/13/2017,1.2123099565505981,0.0,0.0
01/14/2017,1.2070800065994263,0.0,0.0
01/15/2017,1.2041399478912354,0.0,0.0
01/16/2017,1.186079978942871,0.0,0.0
01/17/2017,1.1785199642181396,0.0,0.0
01/18/2017,1.210170030593872,0.0,0.0
01/19/2017,1.2035800218582153,0.0,0.0
01/20/2017,1.1709400415420532,0.0,0.0
01/21/2017,1.3432400226593018,0.0,0.0
01/22/2017,1.4136099815368652,0.0,0.0
01/23/2017,1.3878599405288696,0.0,0.0
01/24/2017,1.3918999433517456,0.0,0.0
01/25/2017,1.3603800535202026,0.0,0.0
01/26/2017,1.2906399965286255,0.0,0.0
01/27/2017,1.3323400020599365,0.0,0.0
01/28/2017,1.2807199954986572,0.0,0.0
01/29/2017,1.3047900199890137,0.0,0.0
01/30/2017,1.2989399433135986,0.0,0.0
01/31/2017,1.348639965057373,0.0,0.0
02/01/2017,1.3598300218582153,0.0,0.0
02/02/2017,1.3548200130462646,0.0,0.0
02/03/2017,1.3599300384521484,0.0,0.0
02/04/2017,1.3628599643707275,0.0,0.0
02/05/2017,1.3908100128173828,0.0,0.0
02/06/2017,1.3895699977874756,0.0,0.0
02/07/2017,1.4785200357437134,0.0,0.0
02/08/2017,1.477970004081726,0.0,0.0
02/09/2017,1.4554699659347534,0.0,0.0
02/10/2017,1.2747100591659546,0.0,0.0
02/11/2017,1.2572699785232544,0.0,0.0
02/12/2017,1.2353500127792358,0.0,0.0
02/13/2017,1.2269400358200073,0.0,0.0
02/14/2017,1.195580005645752,0.0,0.0
02/15/2017,1.2486200332641602,0.0,0.0
02/16/2017,1.2620600461959839,0.0,0.0
02/17/2017,1.2342900037765503,0.0,0.0
02/18/2017,1.2326300144195557,0.0,0.0
02/19/2017,1.2205699682235718,0.0,0.0
02/20/2017,1.223580002784729,0.0,0.0
02/21/2017,1.2220300436019897,0.0,0.0
02/22/2017,1.2433099746704102,0.0,0.0
02/23/2017,1.212649941444397,0.0,0.0
02/24/2017,1.2309600114822388,0.0,0.0
02/25/2017,1.2064399719238281,0.0,0.0
02/26/2017,1.2124300003051758,0.0,0.0
02/27/2017,1.2467999458312988,0.0,0.0
02/28/2017,1.2360199689865112,0.0,0.0
03/01/2017,1.2366399765014648,0.0,0.0
03/02/2017,1.3987200260162354,0.0,0.0
03/03/2017,1.3656599521636963,0.0,0.0
03/04/2017,1.4404900074005127,0.0,0.0
03/05/2017,1.4342600107192993,0.0,0.0
